PlaceID,Name,Address,Suburb,Postcode,Municipality,HeritagePlaceStatus
3400,Minallo,11 PINE ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3401,House,2 PITT ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
3402,Conjoined House,8 PITT ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
3403,Conjoined House,14 PITT ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
3405,Derwent Cottage,4 PROSPECT PL,WEST HOBART,7000,Hobart City Council,Permanently Registered
3406,House and stone wall,1 ROBERTS ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3407,Fairyknowe,5 ROBERTS ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3408,Stone barn and walls,11 ROBERTS ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3409,Antill,8 ROBERTS ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3411,Bartonvale,41 SALVATOR RD,WEST HOBART,7000,Hobart City Council,Permanently Registered
3412,House,19 SUMMERHILL RD,WEST HOBART,7000,Hobart City Council,Permanently Registered
3413,House,59 TASMA ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
3414,House,69 TASMA ST,NORTH HOBART,7000,Hobart City Council,Permanently Registered
3415,Conjoined House,113 WARWICK ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3416,Conjoined House,119 WARWICK ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3418,House,124 WARWICK ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3419,House,UNIT 1 128 WARWICK ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3420,Euroa,12 WILLIAM ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3421,House,30 WILLIAM ST,WEST HOBART,7000,Hobart City Council,Permanently Registered
3422,Former Albuera Street PrimaryrSchool,10A ALBUERA ST,BATTERY POINT,7004,Hobart City Council,Permanently Registered
3424,House,16 STAR ST,SANDY BAY,7005,Hobart City Council,Permanently Registered
3425,Guilford Young College (Former StrVirgil's College),94 BARRACK ST,HOBART,7000,Hobart City Council,Permanently Registered
3428,The Gables,1 CEDAR CT,SANDY BAY,7005,Hobart City Council,Permanently Registered
3431,House,536 CHURCHILL AVE,SANDY BAY,7005,Hobart City Council,Permanently Registered
3441,Sunray Flats,1 HEATHFIELD AVE,HOBART,7000,Hobart City Council,Permanently Registered
3454,Conjoined House,13 PATERNOSTER ROW,HOBART,7000,Hobart City Council,Permanently Registered
3455,Conjoined House,7 PATERNOSTER ROW,HOBART,7000,Hobart City Council,Permanently Registered
3459,Conjoined House,54 WENTWORTH ST,SOUTH HOBART,7004,Hobart City Council,Permanently Registered
3462,Service Stations Pty Ltd,3 VICTORIA ST,HOBART,7000,Hobart City Council,Permanently Registered
3463,House,376 ESPERANCE COAST RD,BROOKS BAY,7116,Huon Valley Council,Permanently Registered
3464,House,4030 HUON HWY,CASTLE FORBES BAY,7116,Huon Valley Council,Permanently Registered
3466,St Mark's Church and Rectory andrCemetery,22-24 GEORGE ST,CYGNET,7112,Huon Valley Council,Permanently Registered
3468,Former School - Play Group Centre,18 GEORGE ST,CYGNET,7112,Huon Valley Council,Permanently Registered
3469,Cygnet Hotel,77 MARY ST,CYGNET,7112,Huon Valley Council,Permanently Registered
3470,Former ANZ Bank,20 MARY ST,CYGNET,7112,Huon Valley Council,Permanently Registered
3472,Commercial Hotel,2 MARY ST,CYGNET,7112,Huon Valley Council,Permanently Registered
3474,House (Rodman),23 KENT BEACH RD,DOVER,7117,Huon Valley Council,Permanently Registered
3476,Congregational Church & Cemetery,6986 HUON HWY,DOVER,7117,Huon Valley Council,Permanently Registered
3478,Rammed Earth Kiln,HUON HWY,DOVER,7117,Huon Valley Council,Permanently Registered
3481,Former Uniting Church and Hall,3408 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3482,House,171 BRAESIDE RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3483,House,7 CHURCH ST,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3484,House,9 CHURCH ST,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3485,House,3049 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3486,House,3082 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3487,House (Hanson),3128 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3488,House,3501 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3489,St Mary's Convent and School,3464 HUON RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3490,St Mary's Church,3462 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3491,St Mary's Presbytery,3460 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3492,House (Roberts),3456 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3493,Franklin Lodge,3448 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3494,Hall,3445 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3495,Franklin Tavern,3440 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3496,House,3434B HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3497,House (Salmon AandH),3430 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3498,Commercial Retail (Crowe),3396 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3499,Former Palais Theatre,3388 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3500,House,3376 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3501,House,3368 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3502,House,3358 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3503,House,3347 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3510,House (Ingham),3336 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3511,House,HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3512,House,1-11 KAY ST,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3513,House,3686 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3514,House,3826 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3515,House,3334 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3516,St Johns Anglican Church Hall,3328 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3517,Former Bank - Bowmont Centre,3344 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3518,St Johns Anglican Church,3326 HUON HWY,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3519,House,41 JACKSONS RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3521,House,234 JACKSONS RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3522,House,97 OLD RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3523,House,48 OLD RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3524,House,224 SWAMP RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3525,House,1 SWAMP RD,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3526,House,7 TEMPERANCE LANE,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3527,House,26 TEMPERANCE LANE,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3528,House,24 TEMPERANCE LANE,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3529,Hollywood House,4 WALPOLE LANE,FRANKLIN,7113,Huon Valley Council,Permanently Registered
3530,Garden Island Creek School,6066 CHANNEL HWY,GARDEN ISLAND CREEK,7112,Huon Valley Council,Permanently Registered
3532,Congregational Church,4886 HUON HWY,GEEVESTON,7116,Huon Valley Council,Permanently Registered
3533,Stonehaven,44 DOODYS HILL RD,PORT HUON,7116,Huon Valley Council,Permanently Registered
3535,Cambridge House,2 SCHOOL RD,GEEVESTON,7116,Huon Valley Council,Permanently Registered
3536,Hillcrest,4841 HUON HWY,GEEVESTON,7116,Huon Valley Council,Permanently Registered
3538,House,34 PERCY ST,PORT HUON,7116,Huon Valley Council,Permanently Registered
3541,House,846 GLEN HUON RD,GLEN HUON,7109,Huon Valley Council,Permanently Registered
3543,Uniting Church & Cemetery,794 GLEN HUON RD,GLEN HUON,7109,Huon Valley Council,Permanently Registered
3545,House,98 WATSONS RD,GLEN HUON,7109,Huon Valley Council,Permanently Registered
3546,Wincanton,35 MOUNTAIN RIVER RD,GROVE,7109,Huon Valley Council,Permanently Registered
3547,Crabtree House,130 CRABTREE RD,GROVE,7109,Huon Valley Council,Permanently Registered
3548,Grove House (Riversdale),2013 HUON HWY,GROVE,7109,Huon Valley Council,Permanently Registered
3549,House,233 CRABTREE RD,CRABTREE,7109,Huon Valley Council,Permanently Registered
3550,House,83 MOUNTAIN RIVER RD,GROVE,7109,Huon Valley Council,Permanently Registered
3551,Mayfield,240 MOUNTAIN RIVER RD,MOUNTAIN RIVER,7109,Huon Valley Council,Permanently Registered
3552,Hope Valley Farm,19 SAWYERS CREEK RD,MOUNTAIN RIVER,7109,Huon Valley Council,Permanently Registered
3554,House (Ewins),2717 HUON HWY,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3555,House (Heron),38 COOLSTORE RD,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3556,House,11 THE ESP,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3557,Ferry Inn,133 FLOOD RD,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3559,War Memorial,40-72 WILMOT RD,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3560,Huon Manor,2-4 SHORT ST,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3561,House,172 MAIN ST,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3562,House,155 MAIN RD,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3564,House,102 MAIN ST,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3565,Huon Municipal Chambers,40 MAIN ST,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3566,Four Winds,21 DOWLINGS RD,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3567,House,3 SHIELD ST,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3568,Inlet Farm,59 WILMOT RD,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3569,House,236 LUNE RIVER RD,LUNE RIVER,7109,Huon Valley Council,Permanently Registered
3571,House,2090 HUON HWY,GROVE,7109,Huon Valley Council,Permanently Registered
3572,House,1465 HUON HWY,LOWER LONGLEY,7109,Kingborough Council,Permanently Registered
3573,House,1536 HUON HWY,LOWER LONGLEY,7109,Huon Valley Council,Permanently Registered
3574,House,360 BAKERS CREEK RD,LUCASTON,7109,Huon Valley Council,Permanently Registered
3575,Valley Farm,54 LUCASTON RD,LUCASTON,7109,Huon Valley Council,Permanently Registered
3577,Cottage,175 LUNE RIVER RD,LUNE RIVER,7109,Huon Valley Council,Permanently Registered
3578,House,511 LYMINGTON RD,LYMINGTON,7109,Huon Valley Council,Permanently Registered
3580,Former Methodist Church,5 CROSS RD,NICHOLLS RIVULET,7112,Huon Valley Council,Permanently Registered
3581,House,1305 PELVERATA RD,PELVERATA,7150,Huon Valley Council,Permanently Registered
3582,Glenfiddich,232 POLICE POINT RD,POLICE POINT,7116,Huon Valley Council,Permanently Registered
3583,House,4208 HUON HWY,PORT HUON,7116,Huon Valley Council,Permanently Registered
3584,Honeywood,4308 HUON HWY,PORT HUON,7116,Huon Valley Council,Permanently Registered
3586,Amesbury,51 AGNES ST,RANELAGH,7109,Huon Valley Council,Permanently Registered
3588,House,150 LOLLARA RD,RANELAGH,7109,Huon Valley Council,Permanently Registered
3589,Clifton,2 LOUISA ST,RANELAGH,7109,Huon Valley Council,Permanently Registered
3590,St James Anglican Church,1 LOUISA ST,RANELAGH,7109,Huon Valley Council,Permanently Registered
3591,St James Anglican Church Hall andrCemetery,1 LOUSIA ST,RANELAGH,7109,Huon Valley Council,Permanently Registered
3592,House,72 HELEN ST,RANELAGH,7109,Huon Valley Council,Permanently Registered
3593,Avondale,209 LOLLARA RD,RANELAGH,7109,Huon Valley Council,Permanently Registered
3594,The Big House,8848 HUON HWY,SOUTHPORT,7109,Huon Valley Council,Permanently Registered
3595,George III Shipwreck Monument,SOUTHPORT BLUFF,SOUTHPORT,7109,Huon Valley Council,Permanently Registered
3600,House,414 CYGNET COAST RD,PETCHEYS BAY,7109,Huon Valley Council,Permanently Registered
3602,House,8961 CHANNEL HWY,HUONVILLE,7112,Huon Valley Council,Permanently Registered
3603,Former Methodist Church,40 BARRINGTON RD,BARRINGTON,7306,Kentish Council,Permanently Registered
3606,Sheffield Hotel,38-40 MAIN ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
3607,Anglican Rectory,6 NIGHTINGALE AVE,SHEFFIELD,7306,Kentish Council,Permanently Registered
3608,Town Hall,66 HIGH ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
3609,River Don Trading Company,59 MAIN ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
3611,Hall,109 MAIN ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
3612,House,112 MAIN ST,SHEFFIELD,7306,Kentish Council,Permanently Registered
3613,Cape Wickham Light Station,CAPE WICKHAM RD,WICKHAM,7256,King Island Council,Permanently Registered
3614,Currie Harbour Light House,38 LIGHTHOUSE ST,CURRIE,7256,King Island Council,Permanently Registered
3615,Lighthouse Keeper's Residencer(Now Maritime Museum),36 LIGHTHOUSE ST,CURRIE,7256,King Island Council,Permanently Registered
3621,St Aloysius Catholic Church andrCemetery,96 BEACH RD,KINGSTON,7050,Kingborough Council,Permanently Registered
3622,Red House,1 CHANNEL HWY,KINGSTON,7050,Kingborough Council,Permanently Registered
3623,St Clements Rectory,131 BEACH RD,KINGSTON,7050,Kingborough Council,Permanently Registered
3624,Huntingfield,1179 CHANNEL HWY,HUNTINGFIELD,7055,Kingborough Council,Permanently Registered
3625,St Clements Anglican Church,100 BEACH RD,KINGSTON,7050,Kingborough Council,Permanently Registered
3626,Sunnyside,67 CLEBURNE ST,KINGSTON,7050,Kingborough Council,Permanently Registered
3627,Summerleas,20 SCOTTS RD,KINGSTON,7050,Kingborough Council,Permanently Registered
3628,Wharncliffe and Wharncliffe Cottage,221 SUMMERLEAS RD,KINGSTON,7050,Kingborough Council,Permanently Registered
3630,High Peak,1122 HUON RD,NEIKA,7054,Kingborough Council,Permanently Registered
3631,The Old School House,1070 HUON RD,NEIKA,7054,Kingborough Council,Permanently Registered
3633,Winmarleigh Residence & Lodge,2A MORRIS AVE,TAROONA,7053,Kingborough Council,Permanently Registered
3634,Hillgrove,269 CHANNEL HWY,TAROONA,7053,Kingborough Council,Permanently Registered
3635,Shot Tower,CHANNEL HWY,TAROONA,7053,Kingborough Council,Permanently Registered
3636,Acton,434 CHANNEL HWY,BONNET HILL,7053,Kingborough Council,Permanently Registered
3638,Batchelor's Grave,N/A NUBEENA CRES,TAROONA,7053,Kingborough Council,Permanently Registered
3639,Pilot House,332 TINDERBOX RD,TINDERBOX,7054,Kingborough Council,Permanently Registered
3640,Tinderbox Farm,441 TINDERBOX RD,TINDERBOX,7054,Kingborough Council,Permanently Registered
3641,St Simon's and St Jude's Church,3468 CHANNEL HWY,WOODBRIDGE,7162,Kingborough Council,Permanently Registered
3642,Larooma,61 LAROOMA RD,HAWLEY BEACH,7307,Latrobe Council,Permanently Registered
3643,Hawley House,68 HAWLEY ESP,HAWLEY BEACH,7307,Latrobe Council,Permanently Registered
3644,Frogmore,637 MERSEY MAIN RD,LATROBE,7307,Latrobe Council,Permanently Registered
3646,Lucinda,17 FORTH ST,LATROBE,7307,Latrobe Council,Permanently Registered
3648,Shop and House,20 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3649,Cottage,35 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3650,Shops,37-39 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3651,House,40 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3652,House and shop,41 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3653,Bank of Australasia,43 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3654,Lucas Hotel,46 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3655,Shop,52 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3656,Oddfellows Hall,54 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3657,Shop,56-58 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3659,Shop,62 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3660,Conjoined Shops,63-65 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3661,Commercial Retail,64-66 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3662,Commercial Retail,68 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3663,Commercial Retail,70 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3664,Commercial Retail,71-77 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3665,Former ES&A Bank,78 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3666,Commercial Retail,82-84 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3667,Commercial Retail,86-90 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3669,Commercial Retail,110-114 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3671,Baptist Church and Rectory,123 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3672,House,120 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3673,House,126-132 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3674,House,133-135 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3675,Commercial Retail,143 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3677,House,194 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3678,House,204 GILBERT ST,LATROBE,7307,Latrobe Council,Permanently Registered
3681,Uniting Church,7 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3682,House,10 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3683,House,11 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3684,Hall,13 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3685,House,14 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3686,Masonic Temple,15 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3687,House,19 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3688,St Luke's Anglican Church,21 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3691,Hamilton House,43 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3693,Vermont,78 HAMILTON ST,LATROBE,7307,Latrobe Council,Permanently Registered
3696,House,14 VICTOR ST,LATROBE,7307,Latrobe Council,Permanently Registered
3710,Pontefore,8-10 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3711,House,16 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3712,House,23 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3713,House,25 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3714,House,27 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3715,House,29 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3716,House,31 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3717,House,33 ADELAIDE ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3718,Tamarleigh,19 MOUNT STUART DR,NEWNHAM,7248,Launceston City Council,Permanently Registered
3719,Eastfield,210 ALANVALE RD,NEWNHAM,7248,Launceston City Council,Permanently Registered
3720,Inverleigh,16 ALBION ST,INVERMAY,7248,Launceston City Council,Permanently Registered
3721,Alice Place,9 ALICE PL,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3722,Cottage,14 ALICE PL,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3723,Torkington,54 ANN ST,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3728,St Oswald's Anglican Church,34 BAIN TCE,TREVALLYN,7250,Launceston City Council,Permanently Registered
3746,House,1 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3750,House,5 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3754,House,10 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3755,Conjoined House,11 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3757,House,15 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3761,House,22 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3767,Conjoined Houses,29 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3772,House,36 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3785,Conjoined Houses,53 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3787,House,56 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3790,Conjoined House,65 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3791,Conjoined House,67 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3793,Conjoined Houses,71-71A BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3795,Conjoined Cottage,76 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3796,Cottage,77 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3797,Conjoined Cottage,78 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3798,Conjoined Cottage,80 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3799,House,81 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3800,House,83 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3801,House,85 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3803,Terrace Houses,92 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3804,House,95 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3805,Conjoined House,96 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3807,Dunorlan Cottages (ConjoinedrTerraces),98 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3809,Dunorlan Cottages (ConjoinedrTerraces),100 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3811,Dunorlan Cottages (ConjoinedrTerraces),102 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3819,Conjoined Cottages,121-127 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3820,Trinity Uniting Church,96 MARGARET ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3821,Partridge Cottage,129 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3825,House,135 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3829,House,142 BALFOUR ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3830,House,10 BARRINGTON CT,NEWSTEAD,7250,Launceston City Council,Permanently Registered
3834,House,136 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3835,Conjoined House,148 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3836,Conjoined House,150 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3837,Conjoined House,152 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3838,Conjoined House,154 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3839,Conjoined House,156 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3840,Conjoined House,158 BATHURST ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3841,House,2 BATTEN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3842,House,5 BATTEN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3843,House,11 BATTEN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3844,Jasmin Cottage,13 BATTEN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3845,House,15 BATTEN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3846,House,17 BATTEN ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3865,House,6 BIFRONS CT,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3866,Lonah,8 BIFRONS CT,EAST LAUNCESTON,7250,Launceston City Council,Permanently Registered
3868,Northcote,104 BLESSINGTON RD,ST LEONARDS,7250,Launceston City Council,Permanently Registered
3869,Old Illaroo,1 BLESSINGTON RD,ST LEONARDS,7250,Launceston City Council,Permanently Registered
3870,Conjoined Cottage,20 BOLAND ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3871,Powder Magazine site and formerrElectricity Distributing Station,34 BOURKE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3872,Ritchies Mill,2 BRIDGE RD,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3878,Glenfruin,1 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3879,Waddow,11 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3880,House and Gate,15 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3881,House,33 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3882,Masonic Hall Chambers,39-39A BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3883,House,41 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3884,Duncan House,SUITE 1 43-45 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3885,Commercial Retail,61 GEORGE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3886,Holyman House,52-60 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3887,Princess Theatre,55-57 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3888,Commercial Retail,59 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3889,Joseph's Corner,66-66A BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3890,Former Brisbane Hotel,70 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3891,Former Majestic Theatre,72-76 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3893,Commercial Retail,78-78A BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3894,Commercial Retail,80 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3895,Commercial Retail Building,81-83 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3896,Commercial Retail,82 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3897,Commercial Retail,84-86 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3898,Commercial Retail Buildings,85 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
3900,Commercial Retail,92-94 BRISBANE ST,LAUNCESTON,7250,Launceston City Council,Permanently Registered
